Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETD_Dte,ETD,ETA_Yr,ETD_Day_1,ETD_Mth_1,ETA_Dsch_Port_Dte,ETA_Dsch_Port,Sum_Shipped_Msr,Load_port_1,ETD_Dte_1,mth_ETD,ETA_Dsch_Port_Dte_1,Item_Class_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Prev_ETD,HK_Prev_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,HK_Next_ETD,HK_Next_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Prev_ETD,UK_Prev_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,UK_Next_ETD,UK_Next_ETA,ETD_Dte_2,Load_Port_2,Item_Class_2,prev_ETD_Dte,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
CHINA - SHANGHAI,D-Jackets,2016,6,28,2016-06-28,06/28/2016,2016,6,28,2016-07-28,07/28/2016,228.431,CHINA - SHANGHAI,2016-06-28,6,2016-07-28,D-Jackets,-19,-49,2016-06-09,2016-06-09,3,50,2016-07-01,2016-09-16,-29,-59,2016-05-30,2016-05-30,62,32,2016-08-29,2016-08-29,2016-06-28,CHINA - SHANGHAI,D-Jackets,2016-06-26,48.63,2,30
CHINA - SHANGHAI,D-Jackets,2016,7,5,2016-07-05,07/05/2016,2016,7,5,2016-08-02,08/02/2016,0,CHINA - SHANGHAI,2016-07-05,7,2016-08-02,D-Jackets,-4,-32,2016-07-01,2016-07-01,73,45,2016-09-16,2016-09-16,-36,-64,2016-05-30,2016-05-30,55,27,2016-08-29,2016-08-29,2016-07-05,CHINA - SHANGHAI,D-Jackets,2016-06-28,228.431,7,28
CHINA - SHANGHAI,D-Jackets,2016,7,9,2016-07-09,07/09/2016,2016,7,9,2016-08-10,08/10/2016,80.434,CHINA - SHANGHAI,2016-07-09,7,2016-08-10,D-Jackets,-8,-40,2016-07-01,2016-07-01,69,37,2016-09-16,2016-09-16,-40,-72,2016-05-30,2016-05-30,51,19,2016-08-29,2016-08-29,2016-07-09,CHINA - SHANGHAI,D-Jackets,2016-07-05,0,4,32
CHINA - SHANGHAI,D-Jackets,2016,7,13,2016-07-13,07/13/2016,2016,7,13,2016-08-10,08/10/2016,286.812,CHINA - SHANGHAI,2016-07-13,7,2016-08-10,D-Jackets,-12,-40,2016-07-01,2016-07-01,65,37,2016-09-16,2016-09-16,-44,-72,2016-05-30,2016-05-30,47,19,2016-08-29,2016-08-29,2016-07-13,CHINA - SHANGHAI,D-Jackets,2016-07-09,80.434,4,28
CHINA - SHANGHAI,D-Jackets,2016,7,23,2016-07-23,07/23/2016,2016,7,23,2016-08-21,08/21/2016,0,CHINA - SHANGHAI,2016-07-23,7,2016-08-21,D-Jackets,-22,-51,2016-07-01,2016-07-01,55,26,2016-09-16,2016-09-16,-54,-83,2016-05-30,2016-05-30,37,8,2016-08-29,2016-08-29,2016-07-23,CHINA - SHANGHAI,D-Jackets,2016-07-13,286.812,10,29
CHINA - SHANGHAI,D-Jackets,2016,7,23,2016-07-23,07/23/2016,2016,7,23,2016-08-22,08/22/2016,69.25,CHINA - SHANGHAI,2016-07-23,7,2016-08-21,D-Jackets,-22,-51,2016-07-01,2016-07-01,55,26,2016-09-16,2016-09-16,-54,-83,2016-05-30,2016-05-30,37,8,2016-08-29,2016-08-29,2016-07-23,CHINA - SHANGHAI,D-Jackets,2016-07-13,286.812,10,30
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016-07-29,07/29/2016,2016,7,29,2016-08-27,08/27/2016,108.465,CHINA - SHANGHAI,2016-07-29,7,2016-08-27,D-Jackets,-28,-57,2016-07-01,2016-07-01,49,20,2016-09-16,2016-09-16,-60,-89,2016-05-30,2016-05-30,31,2,2016-08-29,2016-08-29,2016-07-29,CHINA - SHANGHAI,D-Jackets,2016-07-23,69.25,6,29
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016-07-29,07/29/2016,2016,7,29,2016-08-27,08/27/2016,108.465,CHINA - SHANGHAI,2016-07-29,7,2016-08-27,D-Jackets,-28,-57,2016-07-01,2016-07-01,49,20,2016-09-16,2016-09-16,-60,-89,2016-05-30,2016-05-30,31,2,2016-08-29,2016-08-29,2016-07-29,CHINA - SHANGHAI,D-Jackets,2016-07-23,0,6,29
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016-07-29,07/29/2016,2016,7,29,2016-08-28,08/28/2016,249.0000000001,CHINA - SHANGHAI,2016-07-29,7,2016-08-27,D-Jackets,-28,-57,2016-07-01,2016-07-01,49,20,2016-09-16,2016-09-16,-60,-89,2016-05-30,2016-05-30,31,2,2016-08-29,2016-08-29,2016-07-29,CHINA - SHANGHAI,D-Jackets,2016-07-23,69.25,6,30
CHINA - SHANGHAI,D-Jackets,2016,7,29,2016-07-29,07/29/2016,2016,7,29,2016-08-28,08/28/2016,249.0000000001,CHINA - SHANGHAI,2016-07-29,7,2016-08-27,D-Jackets,-28,-57,2016-07-01,2016-07-01,49,20,2016-09-16,2016-09-16,-60,-89,2016-05-30,2016-05-30,31,2,2016-08-29,2016-08-29,2016-07-29,CHINA - SHANGHAI,D-Jackets,2016-07-23,0,6,30
CHINA - SHANGHAI,D-Jackets,2016,7,31,2016-07-31,07/31/2016,2016,7,31,2016-08-29,08/29/2016,0,CHINA - SHANGHAI,2016-07-31,7,2016-08-29,D-Jackets,-30,-59,2016-07-01,2016-07-01,47,18,2016-09-16,2016-09-16,-62,0,2016-05-30,2016-08-29,29,118,2016-08-29,2016-12-25,2016-07-31,CHINA - SHANGHAI,D-Jackets,2016-07-29,249.0000000001,2,29
CHINA - SHANGHAI,D-Jackets,2016,7,31,2016-07-31,07/31/2016,2016,7,31,2016-08-29,08/29/2016,0,CHINA - SHANGHAI,2016-07-31,7,2016-08-29,D-Jackets,-30,-59,2016-07-01,2016-07-01,47,18,2016-09-16,2016-09-16,-62,0,2016-05-30,2016-08-29,29,118,2016-08-29,2016-12-25,2016-07-31,CHINA - SHANGHAI,D-Jackets,2016-07-29,108.465,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,3,2016-08-03,08/03/2016,2016,8,3,2016-08-31,08/31/2016,396.892,CHINA - SHANGHAI,2016-08-03,8,2016-08-31,D-Jackets,-33,-61,2016-07-01,2016-07-01,44,16,2016-09-16,2016-09-16,-65,-2,2016-05-30,2016-08-29,26,116,2016-08-29,2016-12-25,2016-08-03,CHINA - SHANGHAI,D-Jackets,2016-07-31,0,3,28
CHINA - SHANGHAI,D-Jackets,2016,8,7,2016-08-07,08/07/2016,2016,8,7,2016-09-04,09/04/2016,0,CHINA - SHANGHAI,2016-08-07,8,2016-09-04,D-Jackets,-37,-65,2016-07-01,2016-07-01,40,12,2016-09-16,2016-09-16,-69,-6,2016-05-30,2016-08-29,22,112,2016-08-29,2016-12-25,2016-08-07,CHINA - SHANGHAI,D-Jackets,2016-08-03,396.892,4,28
CHINA - SHANGHAI,D-Jackets,2016,8,9,2016-08-09,08/09/2016,2016,8,9,2016-09-07,09/07/2016,0,CHINA - SHANGHAI,2016-08-09,8,2016-09-07,D-Jackets,-39,-68,2016-07-01,2016-07-01,38,9,2016-09-16,2016-09-16,-71,-9,2016-05-30,2016-08-29,20,109,2016-08-29,2016-12-25,2016-08-09,CHINA - SHANGHAI,D-Jackets,2016-08-07,0,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,10,2016-08-10,08/10/2016,2016,8,10,2016-09-07,09/07/2016,44.4,CHINA - SHANGHAI,2016-08-10,8,2016-09-07,D-Jackets,-40,-68,2016-07-01,2016-07-01,37,9,2016-09-16,2016-09-16,-72,-9,2016-05-30,2016-08-29,19,109,2016-08-29,2016-12-25,2016-08-10,CHINA - SHANGHAI,D-Jackets,2016-08-09,0,1,28
CHINA - SHANGHAI,D-Jackets,2016,8,14,2016-08-14,08/14/2016,2016,8,14,2016-09-11,09/11/2016,111.335,CHINA - SHANGHAI,2016-08-14,8,2016-09-11,D-Jackets,-44,-72,2016-07-01,2016-07-01,33,5,2016-09-16,2016-09-16,-76,-13,2016-05-30,2016-08-29,15,105,2016-08-29,2016-12-25,2016-08-14,CHINA - SHANGHAI,D-Jackets,2016-08-10,44.4,4,28
CHINA - SHANGHAI,D-Jackets,2016,8,16,2016-08-16,08/16/2016,2016,8,16,2016-09-14,09/14/2016,284.094,CHINA - SHANGHAI,2016-08-16,8,2016-09-14,D-Jackets,-46,-75,2016-07-01,2016-07-01,31,2,2016-09-16,2016-09-16,-78,-16,2016-05-30,2016-08-29,13,102,2016-08-29,2016-12-25,2016-08-16,CHINA - SHANGHAI,D-Jackets,2016-08-14,111.335,2,29
CHINA - SHANGHAI,D-Jackets,2016,8,17,2016-08-17,08/17/2016,2016,8,17,2016-09-17,09/17/2016,280,CHINA - SHANGHAI,2016-08-17,8,2016-09-17,D-Jackets,-47,-78,2016-07-01,2016-07-01,30,14,2016-09-16,2016-10-01,-79,-19,2016-05-30,2016-08-29,12,99,2016-08-29,2016-12-25,2016-08-17,CHINA - SHANGHAI,D-Jackets,2016-08-16,284.094,1,31
CHINA - SHANGHAI,D-Jackets,2016,8,24,2016-08-24,08/24/2016,2016,8,24,2016-09-21,09/21/2016,209.095,CHINA - SHANGHAI,2016-08-24,8,2016-09-21,D-Jackets,-54,-82,2016-07-01,2016-07-01,23,10,2016-09-16,2016-10-01,-86,-23,2016-05-30,2016-08-29,5,95,2016-08-29,2016-12-25,2016-08-24,CHINA - SHANGHAI,D-Jackets,2016-08-17,280,7,28
CHINA - SHANGHAI,D-Jackets,2016,8,30,2016-08-30,08/30/2016,2016,8,30,2016-09-28,09/28/2016,130.32,CHINA - SHANGHAI,2016-08-30,8,2016-09-28,D-Jackets,-60,-89,2016-07-01,2016-07-01,17,3,2016-09-16,2016-10-01,-1,-30,2016-08-29,2016-08-29,117,88,2016-12-25,2016-12-25,2016-08-30,CHINA - SHANGHAI,D-Jackets,2016-08-24,209.095,6,29
CHINA - SHANGHAI,D-Jackets,2016,9,5,2016-09-05,09/05/2016,2016,9,5,2016-10-03,10/03/2016,0,CHINA - SHANGHAI,2016-09-05,9,2016-10-03,D-Jackets,-66,-94,2016-07-01,2016-07-01,11,6,2016-09-16,2016-10-09,-7,-35,2016-08-29,2016-08-29,111,83,2016-12-25,2016-12-25,2016-09-05,CHINA - SHANGHAI,D-Jackets,2016-08-30,130.32,6,28
CHINA - SHANGHAI,D-Jackets,2016,9,6,2016-09-06,09/06/2016,2016,9,6,2016-10-05,10/05/2016,122.117,CHINA - SHANGHAI,2016-09-06,9,2016-10-05,D-Jackets,-67,-96,2016-07-01,2016-07-01,10,4,2016-09-16,2016-10-09,-8,-37,2016-08-29,2016-08-29,110,81,2016-12-25,2016-12-25,2016-09-06,CHINA - SHANGHAI,D-Jackets,2016-09-05,0,1,29
CHINA - SHANGHAI,D-Jackets,2016,9,13,2016-09-13,09/13/2016,2016,9,13,2016-10-12,10/12/2016,14.02,CHINA - SHANGHAI,2016-09-13,9,2016-10-12,D-Jackets,-74,-103,2016-07-01,2016-07-01,3,74,2016-09-16,2016-12-25,-15,-44,2016-08-29,2016-08-29,103,74,2016-12-25,2016-12-25,2016-09-13,CHINA - SHANGHAI,D-Jackets,2016-09-06,122.117,7,29
CHINA - SHANGHAI,D-Jackets,2016,9,20,2016-09-20,09/20/2016,2016,9,20,2016-10-18,10/18/2016,74.66,CHINA - SHANGHAI,2016-09-20,9,2016-10-18,D-Jackets,-4,-32,2016-09-16,2016-09-16,11,68,2016-10-01,2016-12-25,-22,-50,2016-08-29,2016-08-29,96,68,2016-12-25,2016-12-25,2016-09-20,CHINA - SHANGHAI,D-Jackets,2016-09-13,14.02,7,28
CHINA - SHANGHAI,D-Jackets,2016,9,26,2016-09-26,09/26/2016,2016,9,26,2016-10-23,10/23/2016,75,CHINA - SHANGHAI,2016-09-26,9,2016-10-23,D-Jackets,-10,-37,2016-09-16,2016-09-16,5,63,2016-10-01,2016-12-25,-28,-55,2016-08-29,2016-08-29,90,63,2016-12-25,2016-12-25,2016-09-26,CHINA - SHANGHAI,D-Jackets,2016-09-20,74.66,6,27
CHINA - SHANGHAI,D-Jackets,2016,9,27,2016-09-27,09/27/2016,2016,9,27,2016-10-27,10/27/2016,38.045,CHINA - SHANGHAI,2016-09-27,9,2016-10-27,D-Jackets,-11,-41,2016-09-16,2016-09-16,4,59,2016-10-01,2016-12-25,-29,-59,2016-08-29,2016-08-29,89,59,2016-12-25,2016-12-25,2016-09-27,CHINA - SHANGHAI,D-Jackets,2016-09-26,75,1,30
CHINA - SHANGHAI,D-Jackets,2016,10,7,2016-10-07,10/07/2016,2016,10,7,2016-11-09,11/09/2016,53.64,CHINA - SHANGHAI,2016-10-07,10,2016-11-09,D-Jackets,-6,-39,2016-10-01,2016-10-01,2,46,2016-10-09,2016-12-25,-39,-72,2016-08-29,2016-08-29,79,46,2016-12-25,2016-12-25,2016-10-07,CHINA - SHANGHAI,D-Jackets,2016-09-27,38.045,10,33
CHINA - SHANGHAI,D-Jackets,2016,11,10,2016-11-10,11/10/2016,2016,11,10,2016-12-11,12/11/2016,5.1,CHINA - SHANGHAI,2016-11-10,11,2016-12-11,D-Jackets,-31,-62,2016-10-10,2016-10-10,45,14,2016-12-25,2016-12-25,-73,-104,2016-08-29,2016-08-29,45,14,2016-12-25,2016-12-25,2016-11-10,CHINA - SHANGHAI,D-Jackets,2016-10-07,53.64,34,31
CHINA - SHANGHAI,D-Jackets,2016,11,22,2016-11-22,11/22/2016,2016,11,22,2016-12-22,12/22/2016,9.46,CHINA - SHANGHAI,2016-11-22,11,2016-12-22,D-Jackets,-43,-73,2016-10-10,2016-10-10,33,3,2016-12-25,2016-12-25,-85,-115,2016-08-29,2016-08-29,33,3,2016-12-25,2016-12-25,2016-11-22,CHINA - SHANGHAI,D-Jackets,2016-11-10,5.1,12,30
CHINA - SHANGHAI,D-Jackets,2016,12,6,2016-12-06,12/06/2016,2017,12,6,2017-01-05,01/05/2017,31.4,CHINA - SHANGHAI,2016-12-06,12,2017-01-05,D-Jackets,-57,-87,2016-10-10,2016-10-10,19,23,2016-12-25,2017-01-28,-99,-3,2016-08-29,2017-01-02,19,99,2016-12-25,2017-04-14,2016-12-06,CHINA - SHANGHAI,D-Jackets,2016-11-22,9.46,14,30
CHINA - SHANGHAI,F-Sweatshirts,2017,1,22,2017-01-22,01/22/2017,2017,1,22,2017-02-25,02/25/2017,52.859,CHINA - SHANGHAI,2017-01-22,1,2017-02-25,F-Sweatshirts,-20,-54,2017-01-02,2017-01-02,6,38,2017-01-28,2017-04-04,-20,-54,2017-01-02,2017-01-02,82,48,2017-04-14,2017-04-14,2017-01-22,CHINA - SHANGHAI,F-Sweatshirts,2016-12-31,48.61,22,34
CHINA - SHANGHAI,F-Sweatshirts,2017,2,1,2017-02-01,02/01/2017,2017,2,1,2017-03-09,03/09/2017,21.799,CHINA - SHANGHAI,2017-02-01,2,2017-03-09,F-Sweatshirts,-1,-37,2017-01-31,2017-01-31,62,26,2017-04-04,2017-04-04,-30,-66,2017-01-02,2017-01-02,72,36,2017-04-14,2017-04-14,2017-02-01,CHINA - SHANGHAI,F-Sweatshirts,2017-01-22,52.859,10,36
CHINA - SHANGHAI,F-Sweatshirts,2017,3,14,2017-03-14,03/14/2017,2017,3,14,2017-04-13,04/13/2017,4.786,CHINA - SHANGHAI,2017-03-14,3,2017-04-13,F-Sweatshirts,-42,-72,2017-01-31,2017-01-31,21,1,2017-04-04,2017-04-14,-71,-101,2017-01-02,2017-01-02,31,1,2017-04-14,2017-04-14,2017-03-14,CHINA - SHANGHAI,F-Sweatshirts,2017-02-01,21.799,41,30
CHINA - SHANGHAI,F-Sweatshirts,2016,6,15,2016-06-15,06/15/2016,2016,6,15,2016-07-14,07/14/2016,2.96,CHINA - SHANGHAI,2016-06-15,6,2016-07-14,F-Sweatshirts,-6,-35,2016-06-09,2016-06-09,16,64,2016-07-01,2016-09-16,-16,-45,2016-05-30,2016-05-30,75,46,2016-08-29,2016-08-29,,,,,,,29
CHINA - SHANGHAI,F-Sweatshirts,2016,6,26,2016-06-26,06/26/2016,2016,6,26,2016-07-26,07/26/2016,6,CHINA - SHANGHAI,2016-06-26,6,2016-07-26,F-Sweatshirts,-17,-47,2016-06-09,2016-06-09,5,52,2016-07-01,2016-09-16,-27,-57,2016-05-30,2016-05-30,64,34,2016-08-29,2016-08-29,2016-06-26,CHINA - SHANGHAI,F-Sweatshirts,2016-06-15,2.96,11,30
CHINA - SHANGHAI,F-Sweatshirts,2016,6,28,2016-06-28,06/28/2016,2016,6,28,2016-07-28,07/28/2016,77.32,CHINA - SHANGHAI,2016-06-28,6,2016-07-28,F-Sweatshirts,-19,-49,2016-06-09,2016-06-09,3,50,2016-07-01,2016-09-16,-29,-59,2016-05-30,2016-05-30,62,32,2016-08-29,2016-08-29,2016-06-28,CHINA - SHANGHAI,F-Sweatshirts,2016-06-26,6,2,30
CHINA - SHANGHAI,F-Sweatshirts,2016,7,13,2016-07-13,07/13/2016,2016,7,13,2016-08-10,08/10/2016,71.987,CHINA - SHANGHAI,2016-07-13,7,2016-08-10,F-Sweatshirts,-12,-40,2016-07-01,2016-07-01,65,37,2016-09-16,2016-09-16,-44,-72,2016-05-30,2016-05-30,47,19,2016-08-29,2016-08-29,2016-07-13,CHINA - SHANGHAI,F-Sweatshirts,2016-06-28,77.32,15,28
CHINA - SHANGHAI,F-Sweatshirts,2016,7,23,2016-07-23,07/23/2016,2016,7,23,2016-08-22,08/22/2016,14.511,CHINA - SHANGHAI,2016-07-23,7,2016-08-22,F-Sweatshirts,-22,-52,2016-07-01,2016-07-01,55,25,2016-09-16,2016-09-16,-54,-84,2016-05-30,2016-05-30,37,7,2016-08-29,2016-08-29,2016-07-23,CHINA - SHANGHAI,F-Sweatshirts,2016-07-13,71.987,10,30
CHINA - SHANGHAI,F-Sweatshirts,2016,7,31,2016-07-31,07/31/2016,2016,7,31,2016-08-29,08/29/2016,120.25,CHINA - SHANGHAI,2016-07-31,7,2016-08-29,F-Sweatshirts,-30,-59,2016-07-01,2016-07-01,47,18,2016-09-16,2016-09-16,-62,0,2016-05-30,2016-08-29,29,118,2016-08-29,2016-12-25,2016-07-31,CHINA - SHANGHAI,F-Sweatshirts,2016-07-23,14.511,8,29
CHINA - SHANGHAI,F-Sweatshirts,2016,8,16,2016-08-16,08/16/2016,2016,8,16,2016-09-14,09/14/2016,53.146,CHINA - SHANGHAI,2016-08-16,8,2016-09-14,F-Sweatshirts,-46,-75,2016-07-01,2016-07-01,31,2,2016-09-16,2016-09-16,-78,-16,2016-05-30,2016-08-29,13,102,2016-08-29,2016-12-25,2016-08-16,CHINA - SHANGHAI,F-Sweatshirts,2016-07-31,120.25,16,29
CHINA - SHANGHAI,F-Sweatshirts,2016,8,24,2016-08-24,08/24/2016,2016,8,24,2016-09-21,09/21/2016,62.68,CHINA - SHANGHAI,2016-08-24,8,2016-09-21,F-Sweatshirts,-54,-82,2016-07-01,2016-07-01,23,10,2016-09-16,2016-10-01,-86,-23,2016-05-30,2016-08-29,5,95,2016-08-29,2016-12-25,2016-08-24,CHINA - SHANGHAI,F-Sweatshirts,2016-08-16,53.146,8,28
CHINA - SHANGHAI,F-Sweatshirts,2016,9,6,2016-09-06,09/06/2016,2016,9,6,2016-10-05,10/05/2016,49.091,CHINA - SHANGHAI,2016-09-06,9,2016-10-05,F-Sweatshirts,-67,-96,2016-07-01,2016-07-01,10,4,2016-09-16,2016-10-09,-8,-37,2016-08-29,2016-08-29,110,81,2016-12-25,2016-12-25,2016-09-06,CHINA - SHANGHAI,F-Sweatshirts,2016-08-24,62.68,13,29
CHINA - SHANGHAI,F-Sweatshirts,2016,11,3,2016-11-03,11/03/2016,2016,11,3,2016-12-01,12/01/2016,16.896,CHINA - SHANGHAI,2016-11-03,11,2016-12-01,F-Sweatshirts,-24,-52,2016-10-10,2016-10-10,52,24,2016-12-25,2016-12-25,-66,-94,2016-08-29,2016-08-29,52,24,2016-12-25,2016-12-25,2016-11-03,CHINA - SHANGHAI,F-Sweatshirts,2016-09-06,49.091,58,28
CHINA - SHANGHAI,F-Sweatshirts,2016,11,19,2016-11-19,11/19/2016,2016,11,19,2016-12-18,12/18/2016,12.08,CHINA - SHANGHAI,2016-11-19,11,2016-12-18,F-Sweatshirts,-40,-69,2016-10-10,2016-10-10,36,7,2016-12-25,2016-12-25,-82,-111,2016-08-29,2016-08-29,36,7,2016-12-25,2016-12-25,2016-11-19,CHINA - SHANGHAI,F-Sweatshirts,2016-11-03,16.896,16,29
CHINA - SHANGHAI,F-Sweatshirts,2016,12,20,2016-12-20,12/20/2016,2017,12,20,2017-01-19,01/19/2017,47.796,CHINA - SHANGHAI,2016-12-20,12,2017-01-19,F-Sweatshirts,-71,-101,2016-10-10,2016-10-10,5,9,2016-12-25,2017-01-28,-113,-17,2016-08-29,2017-01-02,5,85,2016-12-25,2017-04-14,2016-12-20,CHINA - SHANGHAI,F-Sweatshirts,2016-11-19,12.08,31,30
CHINA - SHANGHAI,F-Sweatshirts,2016,12,31,2016-12-31,12/31/2016,2017,12,31,2017-02-01,02/01/2017,48.61,CHINA - SHANGHAI,2016-12-31,12,2017-02-01,F-Sweatshirts,-4,-36,2016-12-27,2016-12-27,1,62,2017-01-01,2017-04-04,-4,-30,2016-12-27,2017-01-02,1,72,2017-01-01,2017-04-14,2016-12-31,CHINA - SHANGHAI,F-Sweatshirts,2016-12-20,47.796,11,32
CHINA - SHANGHAI,I-Knitwear,2017,3,11,2017-03-11,03/11/2017,2017,3,11,2017-04-10,04/10/2017,4.9,CHINA - SHANGHAI,2017-03-11,3,2017-04-10,I-Knitwear,-39,-69,2017-01-31,2017-01-31,24,4,2017-04-04,2017-04-14,-68,-98,2017-01-02,2017-01-02,34,4,2017-04-14,2017-04-14,2017-03-11,CHINA - SHANGHAI,I-Knitwear,2016-11-29,14.64,102,30
CHINA - SHANGHAI,I-Knitwear,2016,3,25,2016-03-25,03/25/2016,2016,3,25,2016-04-19,04/19/2016,11.17,CHINA - SHANGHAI,2016-03-25,3,2016-04-19,I-Knitwear,0,-25,2016-03-25,2016-03-25,1,12,2016-03-26,2016-05-01,0,-22,2016-03-25,2016-03-28,2,13,2016-03-27,2016-05-02,,,,,,,25
CHINA - SHANGHAI,I-Knitwear,2016,4,14,2016-04-14,04/14/2016,2016,4,14,2016-05-11,05/11/2016,2.6,CHINA - SHANGHAI,2016-04-14,4,2016-05-11,I-Knitwear,-10,-37,2016-04-04,2016-04-04,17,3,2016-05-01,2016-05-14,-17,-9,2016-03-28,2016-05-02,18,19,2016-05-02,2016-05-30,2016-04-14,CHINA - SHANGHAI,I-Knitwear,2016-03-25,11.17,20,27
CHINA - SHANGHAI,I-Knitwear,2016,4,17,2016-04-17,04/17/2016,2016,4,17,2016-05-26,05/26/2016,8.19,CHINA - SHANGHAI,2016-04-17,4,2016-05-26,I-Knitwear,-13,-52,2016-04-04,2016-04-04,14,14,2016-05-01,2016-06-09,-20,-24,2016-03-28,2016-05-02,15,4,2016-05-02,2016-05-30,2016-04-17,CHINA - SHANGHAI,I-Knitwear,2016-04-14,2.6,3,39
CHINA - SHANGHAI,I-Knitwear,2016,4,24,2016-04-24,04/24/2016,2016,4,24,2016-05-23,05/23/2016,2.64,CHINA - SHANGHAI,2016-04-24,4,2016-05-23,I-Knitwear,-20,-49,2016-04-04,2016-04-04,7,17,2016-05-01,2016-06-09,-27,-21,2016-03-28,2016-05-02,8,7,2016-05-02,2016-05-30,2016-04-24,CHINA - SHANGHAI,I-Knitwear,2016-04-17,8.19,7,29
CHINA - SHANGHAI,I-Knitwear,2016,6,26,2016-06-26,06/26/2016,2016,6,26,2016-07-26,07/26/2016,31.04,CHINA - SHANGHAI,2016-06-26,6,2016-07-26,I-Knitwear,-17,-47,2016-06-09,2016-06-09,5,52,2016-07-01,2016-09-16,-27,-57,2016-05-30,2016-05-30,64,34,2016-08-29,2016-08-29,2016-06-26,CHINA - SHANGHAI,I-Knitwear,2016-04-24,2.64,63,30
CHINA - SHANGHAI,I-Knitwear,2016,7,9,2016-07-09,07/09/2016,2016,7,9,2016-08-05,08/05/2016,10.24,CHINA - SHANGHAI,2016-07-09,7,2016-08-05,I-Knitwear,-8,-35,2016-07-01,2016-07-01,69,42,2016-09-16,2016-09-16,-40,-67,2016-05-30,2016-05-30,51,24,2016-08-29,2016-08-29,2016-07-09,CHINA - SHANGHAI,I-Knitwear,2016-06-26,31.04,13,27
CHINA - SHANGHAI,I-Knitwear,2016,7,13,2016-07-13,07/13/2016,2016,7,13,2016-08-10,08/10/2016,59.1,CHINA - SHANGHAI,2016-07-13,7,2016-08-10,I-Knitwear,-12,-40,2016-07-01,2016-07-01,65,37,2016-09-16,2016-09-16,-44,-72,2016-05-30,2016-05-30,47,19,2016-08-29,2016-08-29,2016-07-13,CHINA - SHANGHAI,I-Knitwear,2016-07-09,10.24,4,28
CHINA - SHANGHAI,I-Knitwear,2016,7,20,2016-07-20,07/20/2016,2016,7,20,2016-08-18,08/18/2016,25.29,CHINA - SHANGHAI,2016-07-20,7,2016-08-18,I-Knitwear,-19,-48,2016-07-01,2016-07-01,58,29,2016-09-16,2016-09-16,-51,-80,2016-05-30,2016-05-30,40,11,2016-08-29,2016-08-29,2016-07-20,CHINA - SHANGHAI,I-Knitwear,2016-07-13,59.1,7,29
CHINA - SHANGHAI,I-Knitwear,2016,7,23,2016-07-23,07/23/2016,2016,7,23,2016-08-22,08/22/2016,4.5,CHINA - SHANGHAI,2016-07-23,7,2016-08-22,I-Knitwear,-22,-52,2016-07-01,2016-07-01,55,25,2016-09-16,2016-09-16,-54,-84,2016-05-30,2016-05-30,37,7,2016-08-29,2016-08-29,2016-07-23,CHINA - SHANGHAI,I-Knitwear,2016-07-20,25.29,3,30
CHINA - SHANGHAI,I-Knitwear,2016,8,3,2016-08-03,08/03/2016,2016,8,3,2016-08-31,08/31/2016,41.78,CHINA - SHANGHAI,2016-08-03,8,2016-08-31,I-Knitwear,-33,-61,2016-07-01,2016-07-01,44,16,2016-09-16,2016-09-16,-65,-2,2016-05-30,2016-08-29,26,116,2016-08-29,2016-12-25,2016-08-03,CHINA - SHANGHAI,I-Knitwear,2016-07-23,4.5,11,28
CHINA - SHANGHAI,I-Knitwear,2016,8,9,2016-08-09,08/09/2016,2016,8,9,2016-09-07,09/07/2016,24.2,CHINA - SHANGHAI,2016-08-09,8,2016-09-07,I-Knitwear,-39,-68,2016-07-01,2016-07-01,38,9,2016-09-16,2016-09-16,-71,-9,2016-05-30,2016-08-29,20,109,2016-08-29,2016-12-25,2016-08-09,CHINA - SHANGHAI,I-Knitwear,2016-08-03,41.78,6,29
CHINA - SHANGHAI,I-Knitwear,2016,8,30,2016-08-30,08/30/2016,2016,8,30,2016-09-28,09/28/2016,25.71,CHINA - SHANGHAI,2016-08-30,8,2016-09-28,I-Knitwear,-60,-89,2016-07-01,2016-07-01,17,3,2016-09-16,2016-10-01,-1,-30,2016-08-29,2016-08-29,117,88,2016-12-25,2016-12-25,2016-08-30,CHINA - SHANGHAI,I-Knitwear,2016-08-09,24.2,21,29
CHINA - SHANGHAI,I-Knitwear,2016,9,6,2016-09-06,09/06/2016,2016,9,6,2016-10-05,10/05/2016,54.65,CHINA - SHANGHAI,2016-09-06,9,2016-10-05,I-Knitwear,-67,-96,2016-07-01,2016-07-01,10,4,2016-09-16,2016-10-09,-8,-37,2016-08-29,2016-08-29,110,81,2016-12-25,2016-12-25,2016-09-06,CHINA - SHANGHAI,I-Knitwear,2016-08-30,25.71,7,29
